Name,GUID,Type,Description
RNG_1_A3_Crippling Shot,d307e047-44c0-4d0c-bc76-7662355eb4b3,SkillInfo,Deals *0 weapon damage.  Applies {STA=Slow}.
RNG_1_A4.5_Tracker's Mark,e58297e3-95fa-4468-bf0a-e89f3df7bb80,SkillInfo,"Gain 15% @increased damage@ and 8% @critical hit chance@ on the target.  If the target dies while Tracker's Mark is active, the cooldown is reset."
RNG_1_P1_Eagle Eye,26e3de52-772d-4e8f-ab74-818942861795,SkillInfo,Increase the range of all ranged skills by 1 hex.
RNG_1_P2_Survivalist I,e1b88501-223b-477a-9976-fc93ed843da5,SkillInfo,Increases @all resistance@ and @dodge chance@ by 3%.
RNG_1_P3_Beast Master I (Legacy),f22f6abc-b3e8-47bc-9bc9-10a9901b0dd3,SkillInfo,Summons deal 10% more damage and have 10% more health. 
RNG_1_P3_Huntsman I,79634379-8bcb-43b0-b3f6-b385e11ed93b,SkillInfo,Physical damage increased by [0].
RNG_2_A1_Relocate,b1774775-9065-45eb-a5ff-056af7908100,SkillInfo,Jump to the target area.  Unaffected by increased range modifiers.
RNG_2_A2.66_Pinning Shot,ff0060f6-075a-4a9e-a6dd-70d98563f14a,SkillInfo,Deals *0 weapon damage.  Applies {STA=Immobilized}.
RNG_2_A3.33_Bleeding Shot,0b3345ec-9efb-4097-b674-73b0ae381105,SkillInfo,Deals *0 weapon damage.  Applies 2 stacks of {STA=Bleeding}.
RNG_2_A4.17_Stalker's Mark,043b48ce-e6b3-4ba0-9258-e4d06f46b82b,SkillInfo,"Gain 25% @increased damage@ and 12% @critical hit chance@ against the target.  If the target dies while Stalker's Mark is active, the cooldown is reset."
RNG_2_A4.88_Bounty Hunter's Mark,b05f44e2-e9aa-435a-b29d-b1012a42b466,SkillInfo,"Gain 15% @increased damage@ and 8% @critical hit chance@ against the target.  If the target dies while Bounty Hunter's Mark is active, all cooldowns are reduced by 1."
RNG_2_P1_Precision I,4f60a338-6cc9-462d-a5c5-9331541b189b,SkillInfo,Increase @critical hit chance@ by 4%. Increase @critical hit damage@ by 16%.
RNG_2_P2_Survivalist II,f92fd989-34d3-45cd-8adc-93b79969db03,SkillInfo,Increases @all resistance@ and @dodge chance@ by an additional 5%.
RNG_2_P3_Beast Master II (Legacy),6669e65c-dd80-4374-8c7c-7eaa0ada8220,SkillInfo,Summons deal an additional 15% more damage and have an additional 15% more health. 
RNG_2_P3_Disengage,df437fe6-f5be-45db-90d0-13b0dcc50f65,SkillInfo,You can move 1 additional hex each turn and no longer take opportunity attacks. 
RNG_2_P3_Huntsman II,6cc0036b-d5fc-45b1-b541-e044ff756c47,SkillInfo,Physical damage increased by [0].
RNG_3_A1_Long Shot,ed48796f-b3ca-4eaa-a860-d5adc5c0e911,SkillInfo,Deals *0 weapon damage.  Every hex between you and your target increases the damage of by 10%. 
RNG_3_A2_Volley,d23c2fb6-5630-4e11-bbb7-8f03ea859596,SkillInfo,Shoot up to 5 enemies near the target area dealing *0 weapon damage per target.  The arrow can chain to targets within 3 hexes of the last target hit.
RNG_3_A3_Blasting Shot,d080974f-ceb6-4fde-ab75-c41ba8d3b8e5,SkillInfo,Deals *0 weapon damage to all targets in area.  Targets are knocked back 3 hexes. 
RNG_3_A3_Companion Wolf (Legacy),cc69f834-8fb6-41bb-a009-540567d1954f,SkillInfo,Summon a wolf to fight your enemies.
RNG_3_P1_Precision II,c1669e65-8249-4494-9b7d-975327d82550,SkillInfo,Increase @critical hit chance@ by an additional 6%. Increase @critical hit damage@ by an additional 24%.
RNG_3_P2_Quick Hands,85a9b32a-7c27-45fa-b38f-5da5e5c9a7b8,SkillInfo,Your basic attack has a 50% chance to strike twice.  Can only trigger once per turn.
RNG_3_P4_Ranger's Gift I,c122eadb-7328-495b-a8c8-bec507469119,SkillInfo,Every hex between you and your target increases damage dealt by 2%.
RNG_3_P5_Patient Hunter,06d9233a-e381-4819-9b53-f37a39026e86,SkillInfo,Patient Hunter gives 10% @increased damage@ and 1 @skill range@ per stack.  A stack is applied at the end of each turn.  Making any movement removes all stacks of Patient Hunter.  Stacks up to 5 times.
RNG_4_A1_Sniper Shot,cd771d71-a7f0-4728-8c86-f105be62ea90,SkillInfo,Deals *0 weapon damage.  Every hex between you and your target increases the damage of by 15%. 
RNG_4_A2_Called Shot,931e74d0-1ddf-4d93-9f29-7d87830d47ba,SkillInfo,Deals *0 physical damage. Every hex between you and your target increases the damage of by 10%.  Called Shot cannot be dodged or blocked.
RNG_4_A3_Dispelling Shot,06051196-664e-4724-97e9-4f11b57f3757,SkillInfo,Deals *0 weapon damage. Removes 1 random benefical status from the target.
RNG_4_A4_Piercing Shot,ac13e801-6192-4208-86bf-b247b37601d4,SkillInfo,Deals *0 weapon damage in a line.
RNG_4_A5_Quick Draw,7b3baeae-8542-4f70-bd65-94340c890406,SkillInfo,Your next 3 basic attacks have no AP cost. Applies {STA=Exhaustion}.
RNG_4_P1_Take Cover,b3453a67-1836-4578-aebe-fd0b7dd4c1e2,SkillInfo,Damage you take from enemies further than 2 hexes from you is reduced by 35%.
RNG_4_P2_Endless Quiver,2493d8ec-0837-4436-bc9a-f48ebb619fa6,SkillInfo,Reduces all Ranger cooldowns by 1.
RNG_4_P4_Ranger's Gift II,bb27b619-9ede-4143-877a-7d5436526dfe,SkillInfo,Every hex between you and your target increases damage dealt by an additional 3%.
RNG_5_A1_Slaying Shot,0cabdbe9-bb23-4dff-adea-e5e49c8252ad,SkillInfo,Deals *0 weapon damage. Ignores all armor and resists. Cannot be dodged.
RNG_5_A3_Cupid Shot,64d689e6-1a9a-485c-8fa5-02dff422fa01,SkillInfo,Charm the enemy target for 1 turn.  Cannot target bosses.
RNG_5_A3_Impaling Shot,f92b6841-86a9-4f0f-858f-9be1bf273143,SkillInfo,Deals *0 weapon damage in a line and knocks targets back up to 4 hexes.  Any enemy hit by the target also receives [1] damage.
RNG_5_A3_Summon Grizzly (Legacy),4ce83329-4e68-4ef5-ac60-aeb372e25794,SkillInfo,Summon a grizzly to fight your enemies.
RNG_5_A4_Branching Shot,5c78ba1d-0174-42eb-a2f2-b8b5cf4a8060,SkillInfo,Deals *0 weapon damage. Bounces to enemies within 3 hexes. Each bounce increases its damage by 50%.
RNG_5_P1_Mythic Reach,bec81cb3-64b7-4a7e-b460-1193f1e63a0c,SkillInfo,All ranged abilities get an additional 5 hex range.
RNG_5_P2_Marked Prey,d1fa6eae-2970-4400-a93f-8461295973d5,SkillInfo,Attacks now apply {STA=Marked Prey}.  All stacks are removed at the end of your turn.
Rune of Energy,ff356eb2-2261-4a5e-9f82-df75b72fdae2,SkillInfo,"Gives you 3 extra ap and all Mana Costs reduced by {25,100}%. Die at the end of your turn. "
Rune of Refreshment,964163b0-8351-4004-a3a9-7fda444e0d43,SkillInfo,Reset all cooldowns at the cost of 75% of Max Mana.
Shapeshift Vampire Bat,eac095f4-d0cb-4df1-b697-6a4adfb1f29e,SkillInfo,Shapeshift into a @Vampire Bat@. Gain new abilities. @Movement@ increased. Immune to @attacks of opportunity@.
SHD_1_A1_Blind,0ed4a298-677b-4b0c-86d5-70228e8fff64,SkillInfo,Deals *0 shadow damage.  Applies {STA=Blind} for 1 turn.
SHD_1_A2_Tainted Touch,0545349b-cb52-4a5f-92f7-7e4fcd291229,SkillInfo,"Reaches out to the target with dark energy dealing *0 shadow damage. @Life Steals@ for 12%.

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect and no ap cost abilities."
SHD_1_A4_Raise Skeletal Archer,c002a223-c6e8-4b73-82f8-7926f4e9a883,SkillInfo,Summon a skeletal archer to fight by your side.
SHD_1_P1_Call of the Grave,95912c7c-d6e9-4811-b884-b11644171b81,SkillInfo,Deal 20% additional damage to enemies below 50% health.
SHD_1_P2_Necromancer I,6868aca0-18f6-4b66-a509-81977f40a52d,SkillInfo,Summons deal 10% more damage and have 10% more health.
SHD_2_A1_Poison Cloud,51c5c7ac-97f4-43b5-a811-6b98f7c17f89,SkillInfo,The caster creates an poison gas cloud applies @4@ stacks of {STA=Poisoned} within 2 hexes of the selected target.
SHD_2_A2_Spectral Chains,d8cf9361-eaac-4ecd-8cf9-e2f4f55b469d,SkillInfo,Deals *0 shadow damage and applies {STA=Immobilized} for 1 turn.
SHD_2_A3_Haunt,7e0a68aa-f9bf-4e09-9f1c-26b0be272d6b,SkillInfo,"Deals *0 shadow damage to the target every turn for 3 turns. @Life Steals@ for 6%. 

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect and no ap cost abilities."
SHD_2_P1_Thirst I,84c968c4-d3cb-418e-9f28-e19014bc6473,SkillInfo,"Increases @Life Steal@ by 4%.

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect and no ap cost abilities."
SHD_2_P2_Dark Pact,d1318d21-a417-4d78-b0ab-ef9815cdb239,SkillInfo,Increase the effectiveness of your damage and healing skills by 30%.   Maximum health reduced by 20%.
SHD_2_P3_Vengeful Shadows,8812a8fd-f3ef-4557-819b-e2fd553cab52,SkillInfo,Grants [0] Return Shadow Damage.
SHD_2_P4_Necromancer II,005bdc59-d102-40d9-87f3-5d6e508f719c,SkillInfo,Summons deal an additional 15% more damage and have an additional 15% more health.
SHD_3_A1_Soul Fracture,de92aa54-dfad-4edc-a1d5-00548a7da627,SkillInfo,Crush the target's soul dealing *0 @Shadow Damage@ increased by your Max Health. 
SHD_3_A2_Consumption,7ee3a229-5375-4466-baa0-d9ee630756b9,SkillInfo,Devour the life force of all enemies within 2 hexes dealing [0] Shadow Damage and giving you 10% @Maximum Health@ for each enemy effected.
SHD_3_A3_Purge,bb060d0c-2f85-49af-9c74-a6131fd459e5,SkillInfo,Removes 20% of the target's max mana and restores 20% of the caster's max mana.
SHD_3_A4_Raise Skeletal Warrior,e47c4b4a-bf36-465f-9f2f-3496da8adb02,SkillInfo,Summon a skeletal warrior to fight by your side.
SHD_3_P1_Thirst II,5f619ae2-0b07-4456-9d6b-b1009bd3ce8e,SkillInfo,"Increases @Life Steal@ by 6%.

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect and no ap cost abilities."
SHD_3_P2_Reaper's Toll,5b542276-1cc4-40a1-a2ea-8ff12ea2c9b4,SkillInfo,Every enemy that dies heals you for 10% of your maximum health.
SHD_3_P3_Hunger,8f250087-a399-4709-ad42-83435bb3f7fa,SkillInfo,Grants 10% @mana steal@.  Sacrifices 10% maximum health per turn.
SHD_4_A1_Soul Link,455db553-430b-47c6-8f6f-a5576c034b0a,SkillInfo,All damage and healing dealt to one target is also dealt to the linked target.
SHD_4_A2_Exorcism,2d3162db-e96a-402b-9bd2-5083b6c9d753,SkillInfo,"Deals *0 shadow damage and removes a random benefical status from the target. If a status is removed, the target suffers an additional *0 shadow damage."
SHD_4_A4_Vampiric Aura,d6cddb50-656d-4e68-8833-f0213ed76fe3,SkillInfo,"Allies within Vampiric Aura @Life Steal@ for 5%.

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect and no ap cost abilities."
SHD_4_P1_Leech Intelligence,f6c12f10-f0c1-473f-877a-b36839ff77a6,SkillInfo,Damage caused steals [0] points of @Intelligence@. Lasts the entire battle. Stacks up to 10 times.
SHD_4_P2_Leech Might,63c2d3db-a0bb-41e1-98cd-c840f3bbb764,SkillInfo,Damage caused steals [0] points of @Might@. Lasts the entire battle. Stacks up to 10 times.
SHD_4_P3_Leech Dexterity,b241ac3a-bc8b-4b21-8ccc-218d23e620ea,SkillInfo,Damage caused steals [0] points of @Dexterity@. Lasts the entire battle. Stacks up to 10 times.
SHD_5_A1_Soul Exchange,6a064097-7504-477f-8675-6adbba0860bc,SkillInfo,"Swaps the life force of both you and a target, dealing *0 @Shadow Damage@ based on your missing Health. @Lifesteals@ 100%.

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect abilities."
SHD_5_A2_Reaper's Scythe,78f453be-ea88-466e-bc8e-da45f4f491fc,SkillInfo,Deals *0 shadow damage for every 10% health missing from the target.
SHD_5_A4_Raise Skeletal Mage,98efcfca-62ba-45a6-a46b-085e6711df4a,SkillInfo,Summon a skeletal mage to fight by your side.
SHD_5_P1_Immortal Night,39380e38-ea1c-4916-8d0f-b8836076a6fd,SkillInfo,"Gain 2% of your maximum health as @Additional Shadow Damage@. 

Current Shadow Damage Increase: [0]."
SHD_5_P2_Child of the Abyss,5404aae7-0e99-4ab4-9468-1ab5c2a379ae,SkillInfo,Increasese @Max Health@ by 100%. Can no longer be healed by any means other than life steal.
SHD_5_P3_Lich Lord,dba5dacc-f29a-4f8c-a39b-8e1024b8c003,SkillInfo,Removes the AP cost from all summoning skills.
Spectral Mark,0b4dd25f-ecf0-4c3c-aa9d-2805b32b6ba0,SkillInfo,"Gain 50% @increased damage@ on the target.  If the target dies while Spectral Mark is active, the cooldown is reset."
Summon Ice Golem,b47ad88f-65bc-4ebd-8408-ef0244197389,SkillInfo,Summon a mighty Ice Golem to fight for you.
Summon Molten Golem,ad451f75-9722-4caf-b096-083cbdff63fb,SkillInfo,Summon a mighty Molten Golem to fight for you.
Summon Thunder Golem,d8698200-dfbe-43a8-8de5-1b3a0ca9e524,SkillInfo,Summon a mighty Thunder Golem to fight for you.
Summon Wild Boar,9f01cfb9-b0f0-4754-9cb3-b7f06a2a9120,SkillInfo,Summon a Wild Boar to fight by your side.
Test Skill - Summon From Status,7e42f790-a725-4368-b5af-2e1710475515,SkillInfo,Testing Summons Bro!
THF_1_A1_Poison Weapon,f2f2e0f5-7d80-4c54-8df0-f7a021a39978,SkillInfo,Attacks now apply 1 stack of {STA=Poisoned}.
THF_1_A3_Cripple,1d00df50-a197-462e-9595-040d6448815e,SkillInfo,Deals *0 weapon damage.  Applies {STA=Slow} for 1 turn.
THF_1_A4_Dagger Throw,e79eec19-5056-4556-80ba-264da9e47c4b,SkillInfo,Throw a dagger dealing *0 weapon damage.
THF_1_P1_Death Dealer I,7f9b4fbe-9799-40e1-a040-89f23a78d223,SkillInfo,Increase @Critical Hit Damage and Healing@ by 16%.
THF_1_P2_Swiftness,40786dd5-f36e-4d22-bd4a-aaf6913f94d2,SkillInfo,Increases your @movement points@ by 1.
THF_1_P3_Ambush I,0fb33435-02b7-411d-90c4-e073308bf0b5,SkillInfo,Deal 16% @increased damage@ when an enemy has no allies within 3 hexes.
THF_1_P4_Fencer's Finesse I,ca8860d5-05f1-4e9b-af60-6d9ccbcf3668,SkillInfo,Increases @dodge chance@ by 5%.
THF_2_A1_Evasion,59f77476-7898-4918-832a-fb53e6e767be,SkillInfo,Gain 100% @dodge chance@ for the next attack.
THF_2_A2_Gouge,46e49ab7-ae0b-4a55-a31a-89f3ccaf3069,SkillInfo,Deals *0 weapon damage.  Applies 2 stacks of {STA=Bleeding}.
THF_2_A3_Maim,62d2aaeb-d0f8-4562-8fc1-d9caa5576b4c,SkillInfo,Deals *0 weapon damage.  Applies {STA=Disabled} for 1 turn.
THF_2_A4_Deadly Dagger,f117b232-1ceb-45ab-a95b-dbb2c60c6ee1,SkillInfo,Throw a dagger dealing *0 weapon damage.  Deals 50% additional @critical hit damage@.
THF_2_A5_Poisoned Dagger,81348308-838f-4ce5-a67c-d68c1426bfb1,SkillInfo,Throw a poisoned dagger dealing *0 weapon damage.  Applies 2 stacks of {STA=Poisoned}.
THF_2_P1_Death Dealer II,6fb73337-4712-4c98-afd3-5b9e6c47bb54,SkillInfo,Increase @Critical Hit Damage and Healing@ by an additional 24%.
THF_2_P2_Shroud,44ee443d-808b-4342-89aa-78f00b1ba5fb,SkillInfo,Applies {STA=Stealth} at the start of each battle.
THF_2_P3_Ambush II,45cb6d85-689c-4415-97f6-12e7d9882e35,SkillInfo,Deal an additional 24% @increased damage@ when an enemy has no allies within 3 hexes.
THF_2_P4_Fencer's Finesse II,b86e6206-9318-41e4-9031-25032fe25acc,SkillInfo,Increases @dodge chance@ by an additional 8%.
THF_3_A1_Enduring Evasion,d9cf47d7-8fdf-48d2-99d7-19e48518c9e0,SkillInfo,Gain 100% @dodge chance@ for the next 2 attacks.
THF_3_A2_Uncanny Evasion,fbfc4b3e-884a-4708-bd55-37d703726316,SkillInfo,Gain 100% @dodge chance@ for the next attack. Increases @Counter Attack Damage@ by 50% for 1 turn.
THF_3_A3_Steal Status,4c624ea4-67c6-432b-9c06-f9b4726b45e8,SkillInfo,Steals a random positive status from the target.
THF_3_A4_Garrote,50c2abc3-aeef-4277-b034-ec3c37a9e932,SkillInfo,Deals *0 weapon damage. Applies {STA=Disabled} to the target for 1 turn and applies 3 stacks of {STA=Bleeding}.
THF_3_A5_Steal Action,59f3b228-8016-43fd-a9e2-e34f19339fe6,SkillInfo,Steals the target's action granting 1 additional action this turn. Applies {STA=Disabled} to the target for 1 turn.  Applies {STA=Exhaustion}.
THF_3_P1_Hidden Blade,680f1728-7582-4aff-89d0-e19b56a5f973,SkillInfo,Increases @Critical Hit Damage@ for your basic attack by 75%. 
THF_3_P2_En Garde,0119aa5f-3e0c-4730-bdd6-80b40b89e914,SkillInfo,Increases your maximum amount of Counter Attacks per turn by 2.
THF_3_P3_Fight Dirty,3954ff4b-0a05-4c10-a5d8-e39650662535,SkillInfo,Your attacks apply 2 stacks of {STA=Poisoned}.
THF_3_P4_Fade,5222580b-488c-4458-b20c-d25eacc38489,SkillInfo,"Whenever an enemy dies, you have a 50% chance to gain {STA=Stealth} for 1 turn. "
THF_4_A1_Smoke Bomb,bcf62817-74e0-4254-a90b-6a62bf991199,SkillInfo,Increases @dodge chance@ by 50% for all characters in smoke.
THF_4_A2_Shadow Walk,3a241124-a6eb-4ced-a635-cb5d8792c8db,SkillInfo,Teleport through the shadows. Applies {STA=Stealth} for this turn.  Unaffected by increased range modifiers.
THF_4_A4_Rupture,60320877-3c07-4f50-94e1-6bebb13a6f5c,SkillInfo,Deals *0 weapon damage. Applies {STA=Disabled} for 1 turn and applies 6 stacks of {STA=Bleeding}.
THF_4_P1_Master Assassin,995f8fce-5483-40ce-9b06-e04066e5a3ea,SkillInfo,Always deal the maximum damage within a damage range. 
THF_4_P2_Contaminated Wound,2577c321-48a4-47c3-8fc9-a6716523e670,SkillInfo,Increases the duration of {STA=Poisoned} and {STA=Bleeding} effects you've applied by 2 turns.
THF_4_P3_Calculated Risk,24555c5e-d863-48dc-ac71-28878e514777,SkillInfo,When you are hit you have a 100% chance to cast @evasion@. 1 turn cooldown.
THF_5_A1_Deathblow,3ca348f8-eb92-49d1-911a-b8bf55f025e0,SkillInfo,Deals *1 weapon damage. Critical hits deal an additional 200% @Critical Hit Damage@.
THF_5_A2_Sleight of Hand,c3a9ab8e-b920-4bde-a541-3ca08161264a,SkillInfo,Steal all of the target's beneficial statuses while giving the target all your negative statuses. 
THF_5_P1_Soft Step,17db71c5-fd9a-45d2-827f-05b7e3f22f90,SkillInfo,Moving 5 hexes in a row grants {STA=Stealth} for your current turn.  Your character no longer takes attacks of opportunity.  
THF_5_P2_Tricks of the Trade,1370efe2-5b3f-4d68-b696-82f6e70a7418,SkillInfo,Reduces the cooldown of all abilities by 1.
Transcendence,82855001-25f5-4677-8127-6d2d63cd12f0,SkillInfo,Grants @Invincibility@ for @1@ turn.
Trophy Hunter,096b4032-a4f9-4e6e-92d9-3ac7ec8e9a33,SkillInfo,Every enemy slain grants 10% @Increased Damage@.  Lasts the duration of the battle.  Stacks up to 5 times.
Vampire Lord,bfcd48d9-f532-4d91-9fa5-a7fecb6a2ee0,SkillInfo,Allies within 3 hexes of you gain 20% life steal.
Venom Bolt,f5ee9ad7-0ae5-4e57-83f6-b9ea7974e10a,SkillInfo,Hurls a bolt of fire dealing *0 fire damage to a single target. 
WAR_1_A1_Rage,79881504-d87f-4399-abc4-5f2869c1edda,SkillInfo,Increases @Damage dealt@ and @Max Life@ by 15%.  Increases @damage received@ by 15%.
WAR_1_A2_Double Edge,91a3087b-b0c6-4766-80a6-668efaa2e844,SkillInfo,Deals *0 weapon damage to the target and 15% of the damage back to you. 
WAR_1_A3_Fracture,92a38634-4cbd-4d73-a673-99fd64d4d618,SkillInfo,Deals *0 weapon damage.  Lowers targets @Resistance@ by 20% for 2 turns.
WAR_1_A4_Bash,c3f229d9-174a-4988-ab36-67001bbecc28,SkillInfo,Deals *0 weapon damage.  Knocks the target back up to 3 hexes.
WAR_1_P1_Wanderer,76429216-af1f-4f49-b05d-a80567a7958f,SkillInfo,Increase @movement points@ by 1.
WAR_1_P2_Warmonger I,a151ffba-bc8a-4e8c-95c2-a209e2e3ac98,SkillInfo,Increase all Damage and Healing by 8%. 
WAR_1_P3_Guardian I,3c530dca-b065-4cf5-a20c-a407bf15665a,SkillInfo,Increase @Physical Resistance@ by 5%.
WAR_1_P4_Challenger,9429fa9e-9992-426e-8a89-74864b000064,SkillInfo,For every enemy within 1 hex of your character gain 5% to @Armor@ and @magic armor@.
WAR_2_A1_Berserker's Rage,daf77151-9d46-49ca-9438-8abaaebb392e,SkillInfo,Increases @Damage dealt@ by 25%. Increases @Max Life@ and @damage recieved@ by 15%. 
WAR_2_A2_Tempered Rage,426609c7-7b07-44e2-8240-8d4a0a71cb23,SkillInfo,"Increases @Damage@, @Armor@, and @Magic Armor@ by 15%."
WAR_2_A3_Bloodlet,7076c2cd-d3e5-483d-8164-8984dc5fb701,SkillInfo,Sacrifice 15% of your maximum health in exchange for an additonal action this turn.  Applies {STA=Exhaustion}.
WAR_2_A4_Cleave,5a0220e8-a376-4f5c-ac72-613a061ef347,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.
WAR_2_A5_Threatening Fracture,123229e9-9c60-4676-aee6-70df4ea0a897,SkillInfo,"Deals *0 weapon damage, removes 1 random benefical status from the target and lowers the target's @Resistance@ by 20% for 2 turns."
WAR_2_A6_Mortal Fracture,b7be71d3-c0a5-4aec-9075-1ef679f9eb6e,SkillInfo,Deals *0 weapon damage and lowers target's @Resistance@ by 20% and @Healing@ received by 50% for 2 turns.
WAR_2_A7_Charge,935b1f2d-5f45-49ca-87c4-479676965ba0,SkillInfo,Charges to the target and deals *0 weapon damage to all enemies in your path.
WAR_2_P1_Opportunist,bf1bdce3-e52a-47e7-b44a-ffc1ea102ae7,SkillInfo,Increases damage of @opportunity attacks@ and @counter attacks@ by 25%.
WAR_2_P2_Warmonger II,7f5cbda1-f1fd-4f71-9347-e00ffbf5e96b,SkillInfo,Increase all Damage and Healing by 12%. 
WAR_2_P3_Guardian II,ee39daa7-a24e-4654-95b6-9a445f67fce3,SkillInfo,Increase @Physical Resistance@ by an additional 10%.
WAR_2_P4_Into the Fray,ee127ace-ef16-4095-94f6-858bf096dd6c,SkillInfo,For every enemy within 3 hexes of your character gain 3% @increased Damage@ and 3% @Maximum Health@.
WAR_3_A2_Warrior's Boon,33b081df-7aee-4f3f-ad9d-32530985008c,SkillInfo,Heals 25% of your maximum health and removes all negative statuses. Can be used when Disabled.
WAR_3_A3_Slam,141f4d12-1b62-499a-af38-9e22128fcb8f,SkillInfo,Deals *0 weapon damage to all enemies within a line.
WAR_3_A4_Life Cleave,7a5e0dae-95db-4145-90b1-4ebe85d1d12e,SkillInfo,"Swing in a 180 degree arc striking all foes for *0 weapon damage.  Lifesteals for 10% per target hit.

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect and no ap cost abilities."
WAR_3_A5_Bleeding Cleave,03628d3c-9d0b-4804-8f75-79cce1222ca0,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.  Applies 2 stacks of {STA=Bleeding} on all targets hit. 
WAR_3_P1_Battle Ready,7b710cc6-2b07-41a7-9096-bde41e3c5dee,SkillInfo,"1% of your @Armor@ value is added to your character as @Additional Weapon Damage@.

Current Bonus: [0]"
WAR_3_P2_Shield Mastery,68fa8925-3149-48ed-8445-373c316ea5b8,SkillInfo,Increases @All Stats@ from shields by 50%
WAR_3_P3_Two-Handed Mastery,8a406c9f-4f2e-4e75-b43f-92177446a47a,SkillInfo,While a two handed weapon is equipped all damage is increased by 20%. 
WAR_3_P4_Dual Wield Mastery,ce52db13-1b5b-4e54-a5c5-4983a3a377b8,SkillInfo,"While dual-wielding, @dodge chance@ increased by 5%, @critical hit chance@ increased by 5%, and @critical hit damage@ is increased by 20%."
WAR_3_P5_Berserker's Blood,8f751cb7-2e2a-46c2-a02b-1d9d319203a2,SkillInfo," For every 1% of health missing, gain 1% increased damage."
WAR_4_A1_Vitality Break,374fa2df-76b9-4e8a-b08b-63905b404c71,SkillInfo,Consumes 50% of your @current health@ to deal *0 weapon damage. Damage is increased by how much health is consumed. 
WAR_4_A3_Crushing Slam,9d93b0f9-89ec-4a92-a35e-42347d72c570,SkillInfo,Deals *0 weapon damage to all enemies within a line.
WAR_4_A4_Stunning Slam,d288312b-c7c2-4c44-836c-c77aaa0d33f3,SkillInfo,Deals *0 weapon damage and applies {STA=Stunned} to all enemies within a line for 1 turn.
WAR_4_P1_Bone Collector,c9d81dd2-97e9-48e3-b15d-ced7ac32c16c,SkillInfo,Every enemy slain grants 6% @maximum health@ and @Increased Damage@.  Lasts the duration of the battle.  Stacks up to 5 times.
WAR_4_P2_Blood Drinker,336ba30d-cb5f-458a-b50a-e4fabf19612a,SkillInfo,"Increases basic attack damage by 50%. Basic attacks now @Life steal@ for 5%.

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect and no ap cost abilities."
WAR_4_P3_Executioner,7c3bb977-be87-43f3-8257-a2c8f6059852,SkillInfo,Every enemy slain on your turn grants 1 additonal AP.  Can only grant up to 1 additional AP per turn.
WAR_5_A1_Sunder,ef35149c-3095-4e36-8a82-98877f69a627,SkillInfo,"Deals *0 weapon damage. Ignores all armor and resists. Cannot be dodged. @Life Steals@ for 25%.

@Life Steal@ heals you for a percentage of your @max health@ each time you hit. Reduced for area of effect and no ap cost abilities."
WAR_5_A2_Unyielding Contender,72591595-7e6d-4694-8067-de1e99ea9b84,SkillInfo,"Grants 50% increased Armor, Magic Armor, and Max Health for 2 turns. Grants Enrage. Usable while stunned."
WAR_5_P1_Colossus,dbcf1df9-23ee-45d7-8dfd-ba057373dad9,SkillInfo,Damage you deal splashes to enemies within 1 hex for 50% of the damage dealt.
WAR_5_P2_Indestructible,0f48639a-357b-4f90-88aa-92443f986817,SkillInfo,"Getting hit increases @armor@, @magic armor@, and @return damage@ by 10% per stack. Stacks 10 times."
Werewolf Blood Howl,db0bd7ac-9b20-435a-88f3-d91199eb16eb,SkillInfo,Howl causing *0 physical damage to all enemies within 2 hexes.  Applies a debuff that causes all attackers to lifesteal for [1]% against this target for 2 turns.
Werewolf Blood Howl Greater,1e969896-820d-4da8-acb4-4ed77f287908,SkillInfo,Howl causing *0 physical damage to all enemies within 2 hexes.  Applies a debuff that causes all attackers to lifesteal for [1]% against this target for 2 turns.
Werewolf_Cursed Bite,715faabf-3550-47ff-8fdc-33b3954913e8,SkillInfo,Deals *0 weapon damage and lowers target's @Healing@ received by 50% for 2 turns.
Werewolf_Greater Cursed Bite,926fd895-82e9-43f1-ad6e-716f6d4abebd,SkillInfo,Deals *0 weapon damage and lowers target's @Healing@ received by 50% for 2 turns.
[Apocalypse] Mass Burning Ground,4c92b7be-aebf-4ea8-93a1-f44a7eb31964,SkillInfo,Ignites random areas around the map. Enemies take [0] fire damage each turn they remain on burning ground.
[Avenging Light] Cure,8d1859c3-fc41-45e1-8a2d-9f083b436f01,SkillInfo,"Restores target's health by *0.

@<b>Wrath of the Righteous</b>@
Deals *0 holy damage to enemies."
[Avenging Light] Divine Intervention,6ca31377-b872-4781-8d9c-976a95d250e6,SkillInfo,"Restores the target to full health.

@<b>Wrath of the Righteous</b>@
When used on enemies, deals Holy Damage equal to 100% of the caster's maximum health."
