Name,GUID
Summoner's Hat,f377a73b-76ef-46b5-9f17-aacedea1c779
Summoner's Robe,f91fa7a6-1bd1-448f-9bda-c7066dc3859e
Sun Staff,d8f2cd62-a59e-4d44-a978-e9b96d7f04cb
Sunflower,f94b7ba7-286c-43db-ab5e-c0e8814fa7f2
Sunpetals,c62d0061-dca6-4793-a551-dad2fd6ab9bb
Sunstone Necklace,b7cb5cae-7491-4ee8-8dae-dbb996b537ca
Sunstone Ring,a975b2c4-d231-4f95-8664-4245b0de4360
Sunwalker Hood,fa8983e7-cdc0-45c2-aa5f-2e599eeeddd1
Sunwalker Robes,25da2939-9122-4095-9eec-a556c6fc99d3
Super Healing Potion,4d89ffe3-f7b8-491e-9091-2587ef453cf9
Super Mana Potion,b6b229af-f82f-45a4-b87c-d3f426e9c02a
Swashbuckler Vest,eacd65f9-5377-4472-99a6-c0789bc4b8b8
Sword Guard,02c79945-7223-44a3-bfe8-fb4a7d273096
Talon,47686e4d-41c3-492f-97d7-c62e445912e2
Thief's Blade,d95e2c39-e5e9-4965-bd27-38d277c8fad6
Thief's Garb,b42d89e0-00d2-4bb0-b000-747231e059bc
Thief's Hood,dd7887bc-8058-4d65-8427-678c00c178dd
Thief's Ring,e093901b-604a-4a1c-af9c-dcce1000a51c
Thorn Shield,7d7e6f5f-02fa-43a1-9b22-37c2ea99779f
Thunder Core,9dfd265d-b035-44d2-8868-95403a8fc4e5
Thunder Grasp,05b75320-f059-4f36-9a1c-fc406d68f6f4
Thunder Hat,d914df39-7b99-4ef6-8454-58e0f87e07ee
Thunder Pipe,4e3d63b0-ab67-45ef-bf08-bbb51f07f9de
Thunder Robes,31a947b9-ce84-467a-9532-8c8386347a66
Thunderforce,96fc16ee-ea8e-4966-ba0f-d1f30b6141b7
Thunderstone,16b3b610-07e4-41f1-aa4e-b8d002191bf2
Thunderstone Ring,588e9313-1cc1-44be-bc83-33dde21d8907
Thunderstone Staff,7db06344-2f62-4ed3-859d-847dddb2fce2
Titanium Band,8555fd28-35df-440e-8184-bbca928dbd5e
Titanium Chain,117325ba-3073-4c7d-b8a1-2c1e72febade
Tlaloc Garments,47b22cd3-6f59-41e9-b2dd-97657b6b7ec3
Tlaloc Horns,fd031969-a705-4bee-a759-f740851aba1d
Toadstool,dbcfb8fd-5805-46a6-a21d-1fb6f20f0b99
Toga,e0489d06-271e-4dc4-bd97-3f8499057e35
Tonfa,8a107032-de45-4c68-b1ec-c66e5ddc741d
Topaz,e16336d9-eddb-45f9-a79f-c7f161f03077
Topaz Cestus,aff3bb36-bef0-4b73-8e26-bb823a8328ad
Topaz Greataxe,e628346d-78b3-49ae-8065-4144a78d5e55
Topaz Greatsword,5cb6b10c-34a8-4515-acef-e2f0d8f0f120
Topaz Polearm,4430bd38-5cf1-4ab4-bb0e-936aa62d77cc
Topaz Ring,aaaf2368-e481-4791-a910-69ce73c43c8b
Topaz Sword,8e7de796-acad-4078-ab17-3bedb7f9e9a0
Topaz Sword-Staff,b338b46f-c456-49af-bb14-212417135c4a
Trainer's Band,f93bc302-dc0c-4227-85f7-440d49523686
Trainer's Pendant,c777df06-ef56-42dc-b6c7-67082a47b9b1
Traveler's Coat,dcf2e1c4-8afe-4434-85cd-febcd938721b
Traveler's Hat,e6614fae-dee8-4996-a982-b5fdfb5d98f6
Traveler's Robe,dfa2eb8d-33eb-4ce5-a78f-85e9c7d210ee
Tribal Guardian,bec200f9-6400-4ccf-afa3-84913e6491a0
Tribal Headhunter,5369a546-1fc7-4c22-8be8-0c1e6e98f511
Tribal Shield,50f1a803-0bc5-45e6-b8b5-f9e310fa0ecb
Trophy Hunter,26f1e667-b12b-4767-840f-3c740f1ea3e2
Tundra Helm,5275bec5-bb26-4d84-88ec-c21a740af6df
Tundra Regalia,bd2690de-2d2c-44a1-b7e6-d99b406369a4
Tungsten Choker,10baad46-fe38-43b0-9524-3b45d5814295
Tungsten Ring,8c61488d-644c-4423-a729-66a0728efbde
Tunic,f9a63ed6-ab9c-477a-aeae-137ac55a96ef
Turtle Crab,9a156d0b-bb64-4a4b-875e-6bd40c906c88
Tusks of the Father,e95eb7da-17be-4e65-8878-800926eb1e08
Twisted Dagger,9a974da4-bd75-443a-af6f-3d289dc0746c
Two-Handed Axe,ad64e964-8705-4241-953c-0ceff2acf6e1
Unidentifiable Remains,8b5bee84-bb76-42ae-8ba4-21df685b9249
Valler's Pocket Watch,b20202c9-35eb-4597-959e-36b21ac6ce7c
Valuables,27867f3e-c593-44c6-97a7-e10f0d3220b7
Vampire Blood,2f1c7832-333f-4143-924b-50b98921d172
Vampire Fang,019311cb-0934-4f1b-a1e0-22922e88dbc2
Vampire Fish,5390ef3a-b467-49fd-920e-90bbd3d3b079
Vanquisher Blade,e87c7092-9108-43c1-b96c-30efa8f7bfc9
Vanquisher Sword,e00d3e47-e742-4d40-aec9-a3e2456a2444
Vial of Blood,d1633e48-85b8-406e-b5e9-077e86e72997
Viking Axe,9f7c2428-4fc2-4a8e-8bbd-8ef539909c22
Viking Hammer,453c3d68-5584-4e5e-aa1c-b822e0211540
Viking Warhammer,c90b678b-e59f-4d98-94ce-d9330c0f8238
Violet Cap,4fea46dd-7af9-4314-95a1-066651cbca0e
Violet Coat,1f6589b7-b895-4f8c-bd92-a8e19633a2c4
Violet Feathered Beret,c19efd44-f9dc-4117-b3ee-c74d9afd2e6c
Violet Robes,c217f660-8bad-4e02-b95f-8ea28b88c2fb
Volcanic,c36c8374-48b4-463e-a8d3-d062331f1063
Walking Stick,93591ba4-b712-46a9-8459-5cab764f7425
Wand,5a26cf27-8d9d-4182-bb7a-f7686d8c3704
Warding Amulet,01b7f0fc-fc53-49e8-99d4-0b66d8d6bf22
Warding Ring,82068213-3c83-4d40-82b7-6559f87b8ed5
Warding Tonic,49ececb6-bc62-4ce5-8621-fb55e1e33da6
Warhammer,1a776cda-3094-48d1-b7c4-dca67a188f8c
Warlord Mantle,16ffa1f5-7a71-405f-9d04-acd83fc78d95
Warmachine Gauntlet,f6fcefab-1079-4ec2-a690-cb1ad9858ce5
Warrior's Path,1c886e83-f57f-4a69-9543-cd08310e4d3f
Wedding Band,f10443d3-bb2e-43c3-90c9-735c23af518c
Weight of the Void,d65adaf7-758d-4430-bfe3-f8b02a31cff6
Westarch Defender,fc32b3a0-5f6b-40b8-848f-72da262ebc46
Wild Soul,9c61bc8c-8d66-404a-9cdb-cb39b90611ec
Will to Survive,dcd7238c-2883-4dd4-b9b3-6be4954fdfe9
Windstrike,4c6f9635-ce37-43da-a511-e525f525a399
Winged Axe,ab8254a1-ddc9-4f78-9413-64e6468b4cb3
Wintercrest,c111f6ab-72a2-40ed-b57d-1b7943ffb372
Wisp of Shadow,13c242f5-bdbd-4d18-85b2-74da52570267
Witch's Broom,cb58d008-a9cb-4fce-a11c-cf3e1853e7cf
Wizard's Hat,5b17fe3b-9c40-412a-a593-8a2c120df79f
Wizard's Robe,ae199c9a-e7bc-4409-9cee-1f868b7af087
Wolf Charm,b4dbe2c1-d750-4ec2-8636-56c0bef964dd
Wolf Fang,796b96b3-55d9-497d-ba7b-f4ad7cfe3812
Wolf Pelt,a619a24a-0679-49dd-b15f-602578a34d0f
Wolf-Fang Necklace,21f54fc7-82ee-435d-b0e3-a695aca74073
Wolfshead Hood,18c27ca7-77fa-4686-9c05-ec4f03c6a370
Wooden Buckler,cf4ea183-4e18-402b-8a47-b8c3721f4133
Wooden Heater,344d5e51-2f52-4024-9899-48b22ff3b979
Wooden Mallet,d88a2e1a-5e0c-4a19-8403-07dc0db0a60b
Wooden Rod,6f6a43a5-1802-4d4d-8463-88277bbe3425
Wooden Round Shield,c478c9b3-d3ba-4959-bcc4-38a5e3bef66c
Woodland Helm,7f2c5eb3-0aec-45e7-a3a6-dfc19303ca3e
Woodland Regalia,b66bcf76-2901-4219-aec1-fb840edf3d90
Wrecking Ball,1d5f4424-196a-4cf6-bf1c-e00b73cab7c1
Yari,ace6f028-efa5-431a-9fa2-01de6328736b
Zweihander,7d55caa7-5f8b-4255-b99f-40738c9323bd
